accessibilityId,placeId,mobilityAccess,visualAccess,hearingAccess,cognitiveAccess,wheelchairAccess,strollerAccess,elderlyAccess,disabledToilet,transitAccess500m,facilityAccess,activityAccess,accessVerdictReason,slopeInfo,routeCondition,barrierFreeDetail,partialReason,mobilityCaveat,mobilityEvidence,visualEvidence,hearingEvidence,visualAid,hearingAid,activityEvidence,toiletScope,toiletScopeDesc,moveType,assistLevel,wheelchairRental,ticketOfficeAccess,ticketOfficeNote,wheelchairSeating,wheelchairSeatingNote,surveySource,sensoryLoad,assistAvailable,assistAvailableNote,reservationRequired,multiTypeSourceDate,dynamicObstacle,dynamicObstacleDesc,wheelchairSection,wheelchairSectionDist,wheelchairDifficulty,wheelchairCaveat,companionRequired,vehicleAccessible,disabledToiletOnRoute,accessibleRoomCount,accessibleRoomNote,openTourismSite,source,sourceDate,sourcePeriod,sourceCheckUrl,multiTypeSource,multiTypeNote,verifyStatus,verifyNote,correctionHistory,schemaVersion,evidenceType,evidenceDetail,beachAccessRoute,beachEntryNote,waterEntryNote,recommendForMobility,recommendForVisual,recommendForHearing,sensoryAccessNote
ACC_P678,P678,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사로 있음,단차 없음+휠체어 접근 가능+이동 보조 필요,장애인 화장실 있음+장애인 주차장 있음+엘리베이터 있음+휠체어 대여 가능+유모차 대여 가능,구간별 접근 제한 — 조사문에 동행 도움 필요 명시,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능+이동 보조 필요,,,,Y,UNKNOWN,UNKNOWN,
ACC_P679,P679,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,매표소 접근로에 단차 및 보행장애물이 없습니다+1층 전시관의 경우 대체적으로 평탄하며 일부구간 단차가 있으나 경사로가 설치되어 있습니다+2층 전시관의 경우 계단으로 되어 있어 휠체어 이용자의 경우 접근이 어렵습니다,단차 없음+휠체어 접근 가능,장애인 화장실 있음+장애인 주차장 있음+엘리베이터 있음+휠체어 대여 가능+유모차 대여 가능,2층 전시관 계단 — 1층만 관람 가능,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,FIX12: 조사 서술문 제약 명시로 FULL→PARTIAL 하향,v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P680,P680,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,FULL,FULL,FULL,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,출입구: 경사로(외부),단차 없음+휠체어 접근 가능,장애인 화장실 있음+장애인 주차장 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P681,P681,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,N,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,전시실 건물 복도와 전시실 사이 단차 4cm 있습니다+지상 층 접근로 단차(계단)으로 휠체어 이용자는 접근이 불가합니다,단차 없음+휠체어 접근 가능,장애인 화장실 있음+장애인 주차장 있음+엘리베이터 있음,구간별 접근 제한 — 일부 구역 접근 불가 명시 / 접근로 계단 존재(우회로 미확인),,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — guidehuman=전시해설자 있음(1일 4회)_시각장애인 편의시설,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용 | FIX65: visualAccess UNKNOWN→PARTIAL (KTO API),v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P682,P682,PARTIAL,FULL,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,내부 관람로 경사 최대 7도 구간 있습니다+외부 관람로 놀이터 부근 5cm 단차 및 17도 경사 있습니다+※ 외부 관람로 놀이터 부근 경사로 '도움필요 상' 이며 그 외 '도움필요 하' 입니다,단차 없음+휠체어 접근 가능,장애인 화장실 있음+장애인 주차장 있음+엘리베이터 있음+휠체어 대여 가능,일부 구간의 경사가 매우 가팔라 통행이 제한되며 동행자의 도움이 필요함,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — braileblock=점자블록 있음(주출입구)_시각장애인 편의시설; guidehuman=안내요원 있음,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용 | FIX65: visualAccess UNKNOWN→FULL (KTO API),v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P683,P683,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,PARTIAL,UNKNOWN,FULL,N,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,주출입구는 턱이 없어 휠체어 접근 가능함+출입구까지 턱이 없어 휠체어 접근 가능함,휠체어 접근 가능+확인 필요,장애인 화장실 있음+장애인 주차장 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — stroller=입구에서 유모차 2대 보유,FIX65: strollerAccess UNKNOWN→PARTIAL (KTO API),v3,FACILITY_SURVEY,편의시설 조사: 장애인 화장실 있음+장애인 주차장 있음,,,,Y,UNKNOWN,UNKNOWN,
ACC_P684,P684,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"내부 전시관 접근로 3도 경사 있으며, 단차없이 관람 가능합니다+장애인 화장실 남녀구분 되어 귀속 설치되어 있으며, 접근로 14도 짧은 경사로 있습니다+주 출입구 접근로 단차, 경사 없습니다",단차 없음+휠체어 접근 가능+폭 좁음,장애인 화장실 있음+장애인 주차장 있음,일부 구간의 경사가 매우 가팔라 통행이 제한됨,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,NONE,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 단차 없음+휠체어 접근 가능+폭 좁음,,,,Y,UNKNOWN,UNKNOWN,
ACC_P685,P685,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,PARTIAL,PARTIAL,UNKNOWN,Y,CONDITIONAL,CONDITIONAL,엘리베이터로 일부 층 접근 가능 / 계단 구간은 관람 불가,UNKNOWN,계단 있음+휠체어 접근 제한,UNKNOWN,,화장실과 엘리베이터가 있습니다. 다만 건물 구조상 계단이 있어 전 구간을 둘러보시기는 어렵습니다. 엘리베이터로 갈 수 있는 층이 어디까지인지는 방문 전에 문의해 보시는 편이 좋습니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX85] 등급 재검토 대상 — 조사 기록과 등급이 어긋남 — 엘리베이터가 확인되는데 NONE. 층별 접근 범위 확인 후 재판정 필요,FIX85: 이용자 안내문 신설 — 내부 표기 사유 제거,v3,ROUTE_SURVEY,경로 상태 조사: 계단 있음+휠체어 접근 제한,,,,Y,UNKNOWN,UNKNOWN,
ACC_P686,P686,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,UNKNOWN,PARTIAL,UNKNOWN,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"본관 주 출입구에 약 5-9도의 경사로가 설치되어 있습니다+내부 관람도 단차, 경사 없이 관람 가능합니다+아열대식물원 바닥 요철 마감 및 경사 구간 있습니다",단차 있음+판석+이동 보조 필요+휠체어 접근 가능,장애인 주차장 있음+엘리베이터 있음+휠체어 대여 가능,아열대식물원 일부 관람 구간에 가파른 경사가 있어 동행자의 도움이 필요함,,구간별 접근 제한 — 조사문에 동행 도움 필요 명시 / 경사 최대 9.0도(법정 기준 약 4.8도 초과),,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,v3,ROUTE_SURVEY,경로 상태 조사: 단차 있음+판석+이동 보조 필요+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P687,P687,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P688,P688,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,FULL,FULL,FULL,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"내부관람로 평평한 바닥 재질이며, 단차 없이 이동 가능합니다+인도 방면 출입구에 약 3.7도의 경사로가 설치되어 있습니다+내부 관람로 단차 없이 이동 가능합니다",단차 없음+휠체어 접근 가능,장애인 화장실 있음+장애인 주차장 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P689,P689,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,NONE,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,,,v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P690,P690,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P691,P691,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,UNKNOWN,UNKNOWN,UNKNOWN,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사로 있음,휠체어 접근 가능,장애인 주차장 있음,,장애인 화장실 유무를 확인하지 못했습니다. 오래 머무르실 계획이라면 방문 전에 시설에 문의해 주세요.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P692,P692,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,PARTIAL,PARTIAL,UNKNOWN,Y,UNAVAILABLE,UNAVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,UNKNOWN,접근 불가,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,N,UNKNOWN,UNKNOWN,시각·청각 접근성 정보가 확인되지 않았습니다
ACC_P693,P693,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,FULL,FULL,UNKNOWN,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사로 있음,단차 없음+휠체어 접근 가능,UNKNOWN,,장애인 화장실 유무를 확인하지 못했습니다. 오래 머무르실 계획이라면 방문 전에 시설에 문의해 주세요.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P694,P694,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,1평 미술관: 특이사항없음 / 경사구간 : 16m/5˚+계단: 계단 20개+내리막 경사로 & 쉼터: 특이사항없음 / 경사구간 : 16m/8~12˚,단차 없음+휠체어 접근 가능,휠체어 대여 가능+엘리베이터 있음+장애인 화장실 있음+휠체어 전동화 키트 충전기 있음+장애인 주차장 있음,구간별 접근 제한 — 접근로 계단 존재(우회로 미확인),,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,NONE,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 단차 없음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P695,P695,PARTIAL,UNKNOWN,PARTIAL,UNKNOWN,PARTIAL,FULL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"경사로 끝, 오르막 시작: 경사로 끝, 오르막 시작 / 오르막 시작+경사로 시작: 경사로 시작 / 5도 7m",단차 없음+단차 있음+계단 있음+휠체어 접근 가능,휠체어 대여 가능+유모차 대여 가능+엘리베이터 있음+장애인 화장실 있음+휠체어 전동화 키트 충전기 있음+장애인 주차장 있음,구간별 접근 제한 — 접근로 계단 존재(우회로 미확인),,,,탐나는수어 앱 수어해설 21곳(7.제주세계자연유산센터). 현장 QR·AR 수어영상,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,NONE,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,,FIX20: FULL 재점검 — 구간편차 기준 일괄 적용,v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 단차 없음+단차 있음+계단 있음+휠체어 접근 가능,,,,Y,UNKNOWN,Y,
